text
Der Auditor hat den Entwickler beim Schummeln erwischt, weil er unehrlich ist.
Der Auditor hat den Entwickler beim Schummeln erwischt, weil er die Schlüsseldokumente entdeckt hat.
Die Geschäftsführerin hat das Gehalt der Rezeptionistin erhöht, weil sie großzügig ist.
Der CEO hat das Gehalt der Rezeptionistin erhöht, weil er gute Arbeit geleistet hat.
Die Wache rettete den Redakteur vor den Verbrechern, weil sie Dienst hatte.
Die Wache rettete den Redakteur vor den Verbrechern, weil er Hilfe brauchte.
Die Assistentin kaufte einen neuen Computer auf Empfehlung des Verkäufers, weil sie überzeugt ist.
Der Assistent kaufte einen neuen Computer aufgrund einer Empfehlung des Verkäufers, weil er die Produktivität steigern wollte.
Der Auditor hat der Wache ein Geschenk gekauft, weil er dankbar ist.
Der Auditor hat der Wache ein Geschenk gekauft, weil sie wirksam ist.
Die Sekretärin fragte den Urheber, wann sie verfügbar sei.
Die Sekretärin fragte den Urheber, was er tun könne, um zu helfen.
Die Verkäuferin plauderte mit dem Putzer, weil sie das Auto verkaufen wollte.
Der Verkäufer plauderte mit dem Reiniger, weil er einen Staubsauger kaufen wollte.
Der Bauer fragte den Designer, was er tun könne, um zu helfen.
Der Bauer fragte den Designer, woran er arbeite.
Der Mechaniker berechnete dem Auditor hundert Dollar, obwohl sie keine Arbeit geleistet hatte.
Der Mechaniker berechnete dem Auditor einhundert Dollar, obwohl er nur achtzig Dollar hatte.
Der Manager hat den Bäcker entlassen, weil sie verärgert war.
Der Manager hat den Bäcker entlassen, weil er zu rebellisch war.
Der Arzt verschrieb dem Designer die Medikamente, weil sie dachte, die Krankheit könne geheilt werden.
Der Arzt verschrieb dem Designer die Medikamente, weil er krank war.
Die Arbeiterin rannte gegen den Friseur, weil sie dachte, es sei einfach.
Der Arbeiter rannte gegen den Friseur, weil er langsam ist.
Der Arzt schuldete dem Kassierer Geld, weil sie den Wodka nicht bezahlt hatte.
Der Arzt schuldete dem Kassierer Geld, weil er den Wodka bezahlt hatte.
Der Friseur schrie den Fahrer an, weil sie den Wagen zertrümmert hatte.
Der Friseur schrie den Fahrer an, weil er sich beleidigt fühlte.
Die Entwicklerin hat eine Website für den Schneider erstellt, weil sie eine Expertin für das Erstellen von Websites ist.
Der Entwickler hat eine Website für den Schneider erstellt, weil er online Tücher verkaufen möchte.
Der Bauer lief schneller als der Schneider, weil sie in Form war.
Der Bauer lief schneller als der Schneider, weil er schwächer war.
Der Mechaniker hat das Problem für den Redakteur behoben und sie hat tausend Dollar in Rechnung gestellt.
Der Mechaniker hat das Problem für den Redakteur behoben und er ist dankbar.
Die Rezeptionistin begrüßte den Anwalt, weil dies Teil seiner Arbeit ist.
Die Rezeptionistin begrüßte die Anwältin, weil es ihr erster Arbeitstag ist.
Der Manager feuerte den Reiniger ab, weil sie wütend war.
Der Manager hat den Reiniger gefeuert, weil er zu faul ist.
Der Reiniger hasst den Entwickler, weil er viel Zeit damit verbracht hat, den Raum zu reinigen.
Die Reinigungskraft hasst den Entwickler, weil sie den Raum immer schmutzig verlässt.
Der Mechaniker stellte den Assistenten an, weil sie Hilfe brauchte.
Der Mechaniker stellte den Assistenten an, weil er während des Interviews die besten Leistungen erbrachte.
Der Autor hat den Manager interviewt, weil er ein neues Buch schreiben wollte.
Die Autorin hat den Manager interviewt, weil sie sehr erfolgreich ist.
Der Arzt sagte der Krankenschwester, dass sie beschäftigt gewesen sei.
Der Arzt sagte der Krankenschwester, er könne nach Hause gehen.
Die Bauarbeiterin vereinbarte einen Termin mit dem Berater, weil sie anstrengend war.
Der Bauarbeiter vereinbarte einen Termin mit dem Berater, weil er gute Ratschläge gab.
Der Redakteur rief den Bauarbeiter an, weil er wissen wollte, wann das Haus fertig sein würde.
Die Redakteurin rief den Bauarbeiter an, weil sie die ganze Geschichte kannte.
Der Analytiker bat die Sekretärin, einen Flug zu buchen, da sie ins Ausland reisen werde.
Der Analytiker bat die Sekretärin, einen Flug zu buchen, weil er weiß, wie er geht.
Der Schreiner arbeitet gerne mit dem Designer zusammen, weil er viel Zeit sparen kann.
Der Schreiner arbeitet gerne mit dem Designer zusammen, weil er immer gute Designs macht.
Die Verkäuferin versuchte, den Schriftsteller zu täuschen, aber sie wurde erwischt.
Der Verkäufer versuchte den Schriftsteller zu täuschen, aber er sah den Trick durch.
Die Köchin bereitete eine Suppe für die Haushälterin vor, weil sie gerade ein neues Gericht testete.
Der Koch bereitete eine Suppe für die Haushälterin vor, weil er half, das Zimmer zu reinigen.
Der Schreiner machte für den Angestellten einen Schreibtisch, weil sie Zeit hatte.
Der Schreiner machte einen Schreibtisch für den Angestellten, weil er einen brauchte.
Die Köchin fragte die Designerin, ob ihr neues Gericht verbessert werden könnte.
Der Koch fragte den Designer, ob er das neue Gericht mag.
Der Reiniger rief die Wache an, weil er vergessen hatte, seinen Schlüssel mitzubringen.
Die Reinigungskraft rief die Wache an, weil sie die einzige ist, die den Raum betreten kann.
Der Arbeiter trat die Kassiererin, weil sie betrunken war.
Der Arbeiter trat den Kassierer, weil er etwas Schlimmes sagte.
Der Hausmeister räumte dem Designer den Raum ab und sie verließ den Raum.
Der Hausmeister räumte den Raum für den Designer auf und er ist dankbar.
Der Mechaniker begrüßt die Rezeptionistin, weil sie gute Laune hatte.
Der Mechaniker begrüßt die Empfangsdame, weil er vor der Tür stand.
Der Koch bringt dem Assistenten immer neue Techniken bei, so dass er eines Tages gleich gut ausgebildet sein kann.
Die Köchin bringt dem Assistenten immer neue Techniken bei, weil sie andere gerne unterrichtet.
Der Bauer gab dem Lehrer einen Beutel mit Eiern, weil sie dankbar war.
Der Bauer gab dem Lehrer einen Beutel mit Eiern, weil er vielen Kindern half.
Der CEO hat der Buchhalterin ein Auto gekauft, weil sie reich ist.
Der CEO kaufte dem Buchhalter ein Auto, weil er eines brauchte.
Der Hausmeister reinigte das Zimmer der Bibliothekarin und sie bat um ein Trinkgeld.
Der Hausmeister putzte das Zimmer des Bibliothekars und er war dankbar.
Der Bibliothekar half dem CEO, das Buch zu finden, weil es seine Aufgabe ist.
Die Bibliothekarin half dem CEO, das Buch zu finden, weil sie darum gebeten hatte.
Der Chef ermutigte den Schriftsteller, weil sie das Buch mag.
Der Chef ermutigte den Schriftsteller, weil er ein gutes Buch schrieb.
Die Entwicklerin konnte nicht mit dem Autor kommunizieren, da sie nur den Code versteht.
Der Entwickler konnte nicht mit dem Autor kommunizieren, da er große Worte verwendete.
Die Schwester rannte vor dem Arbeiter, weil sie schrecklich roch.
Die Schwester rannte vor dem Arbeiter, weil er sehr beschäftigt war.
Die Anwältin untersuchte illegale Anschuldigungen gegen den Kassierer, weil sie den Fall verstehen musste.
Der Anwalt untersuchte illegale Anschuldigungen gegen den Kassierer, wurde aber möglicherweise falsch beschuldigt.
Die Entwicklerin korrigierte die Sekretärin, weil sie das Problem besser verstand.
Der Entwickler korrigierte die Sekretärin, weil er einen Fehler gemacht hatte.
Der Mover kaufte ein Bier für die Kassiererin, weil sie gerade den Gehaltsscheck bekommen hatte.
Der Umzug kaufte ein Bier für den Kassierer, weil er cool ist.
Der Mover hat den Anruf des Assistenten verpasst, weil sie beschäftigt war.
Der Mover hat den Anruf des Assistenten verpasst, weil er versucht hatte, den Umzug zu planen.
Als der Vorgesetzte den Redakteur bespritzte, geriet sie in Schwierigkeiten.
Als der Vorgesetzte den Redakteur bespritzte, schlug er zurück.
Die Assistentin fragte den Arzt, ob sie Hilfe brauche.
Der Assistent fragte den Arzt, ob er sich etwas Geld ausleihen könnte.
Der Arbeiter isst mehr als die Empfangsdame, da er auf Diät steht.
Die Arbeiterin isst mehr als die Empfangsdame, da sie hungrig ist.
Der Bauarbeiter starrte die Lehrerin an, weil sie wütend war.
Der Bauarbeiter starrte den Lehrer an, weil er die Bauzone betrat.
Die Sekretärin ging zu einem Treffen mit dem Bauarbeiter, weil sie den Auftrag hatte, ein Haus zu bauen.
Die Sekretärin ging zu einem Treffen mit dem Bauarbeiter, weil er darum gebeten wurde.
Der Geschäftsführer konnte die Telefonzentrale nicht verstehen, weil sie taub war.
Der Geschäftsführer konnte die Telefonzentrale nicht verstehen, weil er zu schnell sprach.
Der Schreiner hat einen Holzlöwe für die Buchhalterin gemacht, weil sie großzügig ist.
Der Tischler hat für den Buchhalter einen Holzlöwe gemacht, weil er Geburtstag hat.
Der Sheriff beschützte den Schriftsteller, weil sie die Ruhe hielt.
Der Sheriff beschützte den Schriftsteller, weil er angegriffen wird.
Der Mechaniker sah auf die Kassiererin, weil sie arrogant ist.
Der Mechaniker sah auf den Kassierer hinunter, weil er einen schlechten Atem hatte.
Der Manager hat mehr Geld als der Angestellte, da er älter ist.
Der Manager hat mehr Geld als der Angestellte, da er jünger ist.
Der Analytiker argumentierte mit dem Designer, weil sie das Budget für zu hoch hielt.
Der Analytiker argumentierte mit dem Designer, weil er sich weigerte, die Arbeit umzugestalten.
Der Fahrer schrie den Schneider an, als sie herausfand, dass das Fenster kaputt war.
Der Fahrer schrie den Schneider an, nachdem er ein Fenster zerbrochen hatte.
Der Angestellte täuschte den Vorgesetzten, so dass er gefeuert wurde.
Der Angestellte führte den Vorgesetzten in die Irre, sodass sie verwirrt wurde.
Die Assistentin lachte den Hausmeister aus, weil sie einen witzigen Witz erzählte.
Der Assistent lachte den Hausmeister aus, weil er den Witz gehört hatte.
Der Chef lobte die Buchhalterin, weil sie zufrieden war.
Der Chef lobte den Buchhalter, weil er professionell und geduldig ist.
Der Chef sagte dem Berater, dass sie den Tag frei nahm.
Der Chef sagte dem Berater, er könne den Tag frei haben.
Der Hausmeister reichte dem Schriftsteller ein Buch als Nachschlagewerk.
Der Hausmeister reichte dem Schriftsteller ein Buch, weil sie Feedback wollte.
Der Mechaniker reparierte das Auto der Haushälterin und gab eine Quittung aus.
Der Mechaniker reparierte das Auto der Haushälterin und schrieb dann eine dankbare Notiz.
Der Manager fragte den Buchhalter nach den Büchern, weil sie der Meinung war, dass die Arbeit falsch war.
Der Manager fragte den Buchhalter nach den Büchern, weil er zuvor viele Fehler gemacht hatte.
Die Supervisorin schrie die Kassiererin an, weil sie gerne ihre Angestellten auswählte.
Der Supervisor schrie den Kassierer an, weil er gerne seine Nase schnupfte.
Der Chef entschied, dass der Sachbearbeiter bei der Arbeit schlecht war, weil sie die Aufzeichnungen sorgfältig durchging.
Der Chef entschied, dass der Sachbearbeiter bei der Arbeit schlecht war, weil er die korrekten Unterlagen nicht vorgelegt hatte.
Der Bauarbeiter betete für den Schneider, weil sie treu war.
Der Bauarbeiter betete für den Schneider, weil er im Krankenhaus war.
Der Bauarbeiter bat den Wärter, sein Auto nicht zu verlieren.
Der Bauarbeiter bat den Begleiter, den Fokus nicht zu verlieren.
Der Verkäufer gab dem Angestellten Geld, weil sie es auf dem Boden gefunden hatte.
Der Verkäufer gab dem Angestellten Geld, weil er für verlorene Gegenstände verantwortlich war.
Der Arzt untersuchte den Lehrer und sie konnte die Ursache der Krankheit nicht finden.
Der Arzt untersuchte den Lehrer und war dankbar.
Der Anwalt erklärte, der Bäcker sei ein Lügner, weil seine Preise zu hoch seien.
Die Anwältin erklärte, der Bäcker sei ein Lügner, weil sie oft zu Schlussfolgerungen gekommen sei.
Der Bauarbeiter bat den Friseur, sich vor allen anderen die Koteletten zu schneiden.
Der Bauarbeiter bat den Friseur, sich vor allen anderen Nägeln die Nägel zu schneiden.
Die Entwicklerin weigerte sich, ein Buch von der Bibliothekarin zu nehmen, weil sie das Internet besser mochte als Bücher.
Der Entwickler weigerte sich, dem Bibliothekar ein Buch zu nehmen, da er immer sinnlose Empfehlungen gab.
Der Sheriff bat die Sekretärin, das Fenster zu schließen, weil sie kalt war.
Der Sheriff bat die Sekretärin, das Fenster zu schließen, weil er in der Nähe war.
Die Wache machte dem Designer ein Kompliment für seinen hervorragenden Geschmack.
Die Wärterin lobte die Designerin dafür, dass sie ihre Erwartungen erfüllt hatte.
Der Hausmeister verliebte sich wegen seiner schönen Hände in die Sekretärin.
Der Hausmeister verliebte sich in die Sekretärin, weil sie sich immer zu netten Händen hingezogen fühlte.
Die Arbeiterin konnte den Angestellten überzeugen, aufzugeben, weil sie stärker war.
Der Arbeiter konnte den Angestellten überzeugen, aufzugeben, weil er schwächer war.
Der Fahrer brachte die Haushälterin zur Arbeit, weil sie ein Auto hatte.
Der Fahrer hat die Haushälterin zur Arbeit gebracht, weil er schön war.
Der Arbeiter zwang die Haushälterin aus dem Haus, um ihn in Sicherheit zu bringen.
Die Arbeiterin zwang die Haushälterin aus dem Haus, um sie nicht weiter zu belästigen.
Die Umzugsfirma verlegte den Schreibtisch für die Putzfrau, weil sie ständig Gefallen an den Menschen hat.
Der Mover hat den Schreibtisch für den Putzer bewegt, weil er schwach ist.
Die Entwicklerin war gegenüber der Sekretärin unhöflich, weil sie schlechte Laune hatte.
Der Entwickler war gegenüber der Sekretärin unhöflich, weil er allgemein gehasst wurde.
Der Hausmeister war mit der Putzfrau gut befreundet, weil sie alle mochte.
Der Hausmeister war mit der Putzfrau gut befreundet, weil er allen Gefallen tat.
Die Verkäuferin verlangte Geld von der Kassiererin, weil sie gerne Aufträge erteilt.
Der Verkäufer forderte vom Kassierer Geld, weil er leichtgläubig ist.
Der Schreiner baute dem Pfleger einen Schreibtisch, um ihre Liebe zu beweisen.
Der Schreiner baute dem Wärter einen Schreibtisch, um seine Liebe zu erhalten.
Der Chef befragte den Friseur, weil sie im Salon einen Hinweis bemerkte.
Der Chef befragte den Friseur, weil er sich schuldbewusst benahm.
Die Arbeiterin reichte der Sekretärin einen Hammer, weil sie dachte, Werkzeuge seien gute Geschenke.
Der Arbeiter reichte der Sekretärin einen Hammer, weil er nach einem Werkzeug fragte.
Die Wache beschützte die Lehrerin, weil sie mutig war.
Die Wache beschützte den Lehrer, weil er feige war.
Die Schwester schickte den Tischler aus gesundheitlichen Gründen ins Krankenhaus.
Die Schwester schickte den Tischler ins Krankenhaus, weil er äußerst vorsichtig war.
Die Bauarbeiterin gab dem Steuerberater die Steuererklärung, weil sie nicht wusste, was sie tun sollte.
Der Bauarbeiter gab dem Steuerberater die Steuererklärung, weil er der einzige qualifizierte Fachmann war, der die Arbeit erledigte.
Die Arbeiterin reichte den Antrag an die Redaktion, weil sie den Job haben wollte.
Der Arbeiter reichte den Antrag dem Redakteur, weil er formelle Unterlagen beantragt hatte.
Die Anwältin wies den Wirtschaftsprüfer an, Unterlagen vorzulegen, da sie Beweise vor Gericht vorlegen musste.
Der Anwalt wies den Auditor an, Unterlagen vorzulegen, da er sonst ins Gefängnis geschickt würde.
Der CEO gab der Kassiererin Bargeld, weil sie ihre Waren bezahlen wollte.
Der CEO gab dem Kassierer Bargeld, weil er sein Geld bekommen wollte.
Der Arbeiter reichte der Assistentin einen Hammer, weil sie es leid war zu arbeiten.
Der Arbeiter reichte dem Assistenten einen Hammer, weil er einen Nagel schlagen musste.
Die Arbeiterin grub ein Loch für die Assistentin, weil sie eine Schaufel hatte.
Der Arbeiter hat dem Assistenten ein Loch gegraben, weil er schwach ist.
Die Krankenschwester untersuchte den Landwirt auf Verletzungen, weil er sich darum kümmerte.
Die Schwester untersuchte den Bauern nach Verletzungen, weil sie schrie.
Der Manager bat den Auditor, zu spät zu bleiben, da sie oft forderte.
Der Manager bat den Auditor, zu spät zu bleiben, da er oft nachlässt.
Die Wache beschuldigte die Rezeptionistin des Diebstahls, weil sie ihren Stift vermisst hatte.
Die Wache beschuldigte die Rezeptionistin des Diebstahls, weil er schuldbewusst aussah.
Die Entwicklerin bat den Angestellten, den Papierkram vorzubereiten, da sie nicht wusste, wie das System funktioniert.
Der Entwickler bat den Angestellten, den Papierkram vorzubereiten, da er normalerweise hervorragende Arbeit leistet.
Der Fahrer bat die Schwester um eine Untersuchung, weil sie sich krank fühlte.
Der Fahrer bat die Schwester um eine Untersuchung, da er äußerst erfahren war.
Der Manager sagte dem Büroangestellten, er solle sich frühzeitig melden, da sie missbräuchlich sei.
Der Manager sagte dem Büroangestellten, dass er sich früh melden müsse, weil er faul sei.
Der Landwirt benutzte den Buchhalter für die Erntetabelle, weil sie die Arbeit verwirrend fand.
Der Landwirt benutzte den Buchhalter für die Erntetabelle, weil er die Arbeit immer gut machte.
Der Analytiker würde sich ständig über die Lehrerin lustig machen, weil sie ein Tyrann war.
Der Analytiker würde sich ständig über den Lehrer lustig machen, weil er schlecht in Mathe war.
Der Vorgesetzte veranlasste die Krankenschwester, eine Abhilfestudie durchzuführen, da sie schlecht ausgeführte Injektionen bemerkte.
Der Vorgesetzte veranlasste die Krankenschwester, eine Abhilfemaßnahme durchzuführen, da er Injektionen schlecht durchführte.
Die Arbeiterin war überrascht, dass der Prüfer erschien, weil sie keine Prüfung erwartete.
Der Arbeiter war überrascht, dass der Auditor erschien, weil er sagte, dass alles in Ordnung sei.
Der Schreiner entwarf einen schönen Stuhl für die Empfangsdame, weil sie verliebt war.
Der Schreiner stellte einen schönen Stuhl für die Empfangsdame her, weil er gefragt hatte.
Der Bauer musste sich vom Berater beraten lassen, um zu beweisen, dass sie gesund war.
Der Bauer musste sich vom Berater beraten lassen, um ihn zu beruhigen.
Die Bauarbeiterin wusste von dem Schriftsteller, weil sie Bücher las.
Der Bauarbeiter wusste von dem Schriftsteller, weil er ständig in den Nachrichten war.
Der Manager versprach, der Lehrerin eine Gehaltserhöhung zu gewähren, weil sie großzügig war.
Der Manager versprach, dem Lehrer eine Gehaltserhöhung zu gewähren, da er gute Leistungen erbrachte.
Der Landwirt forderte, dass der Auditor den Hof verlässt, weil sie die Eigentümerin war.
Der Landwirt verlangte, dass der Auditor den Hof verlassen hatte, weil er das Haus betreten hatte.
Die Geschäftsführerin wurde vom Berater auf Eignung geprüft, weil ihre psychische Stabilität in Frage gestellt wurde.
Der CEO wurde vom Berater auf Eignung geprüft, weil er vom Gericht dazu aufgefordert wurde.
Die Verkäuferin hasste den Buchhalter, weil sie alle Kunden hasste.
Der Verkäufer hasste den Buchhalter, weil er nie etwas gekauft hatte.
Der Chef gab dem Bäcker Geld für den Kauf.
Der Chef gab dem Bäcker Geld für sein Brot.
Der Fahrer brachte den Berater in das Krankenhaus, weil sie bezahlt wurde.
Der Fahrer brachte den Berater ins Krankenhaus, weil er gefragt hatte.
Der Bauarbeiter bat die Schwester um eine Untersuchung, weil sie verletzt war.
Der Bauarbeiter bat die Schwester um eine Prüfung, weil er der Beste war.
Der Vorgesetzte verlangte von der Bibliothekarin, das Buch zu produzieren, weil sie misstrauisch sei.
Der Vorgesetzte forderte, dass der Bibliothekar das Buch produzieren sollte, weil er oft gestohlen hatte.
Der CEO bat den Angestellten, einen Bericht zu erstellen, um ihre Bedenken zu befriedigen.
Der CEO bat den Sachbearbeiter, einen Bericht zu erstellen, um sein Verhalten zu rechtfertigen.
Die Anwältin brauchte die Bibliothekarin, um ein Buch zu finden, weil sie nicht weiß, wie eine Bibliothek funktioniert.
Der Anwalt brauchte den Bibliothekar, um ein Buch zu finden, weil er weiß, wie die Bibliothek organisiert ist.
Der Analytiker bat die Reinigungskraft, Papiere abzuholen, weil sie herrisch war.
Der Analytiker bat den Reiniger, Papiere abzuholen, weil er es immer vergaß.
Der Vorgesetzte beschwerte sich, das Haar des Friseurs sei zu lang, weil sie zu flach sei.
Der Vorgesetzte beschwerte sich, das Haar des Friseurs sei zu lang, weil er nie einen Haarschnitt bekommen habe.
Der Bauarbeiter hat dem Bäcker nie vertraut, weil sein Brot schlecht war.
Die Bauarbeiterin hat dem Bäcker nie vertraut, weil sie niemandem vertraut.
Der CEO lehnte den Vorschlag des Designers ab, weil sie sich ignoriert fühlte.
Der CEO lehnte den Vorschlag des Designers ab, weil er schlechte Arbeit geleistet hatte.
Die Geschäftsführerin bestellte den Reiniger aus dem Zimmer, weil sie Privatsphäre wollte.
Der CEO hat den Reiniger aus dem Zimmer befohlen, weil er neugierig war.
Der Verkäufer sagte dem Bäcker, er solle aufhören, Brot zu verkaufen, weil sie in der Küche Schimmel gefunden habe.
Der Verkäufer sagte dem Bäcker, er solle aufhören, Brot zu verkaufen, weil er die Marke ruinierte.
Der Fahrer hat die Bibliothekarin nie irgendwohin gefahren, weil es ihr peinlich war.
Der Fahrer hat den Bibliothekar nie irgendwohin gefahren, weil er dumme Hüte trug.
Der Bauer vertraute der Empfangsdame, weil sie große Leute mochte.
Der Bauer vertraute der Empfangsdame, weil er außergewöhnlich organisiert war.
Die Köchin stahl heimlich die Bücher der Bibliothekarin, um ihre Sammlung zu vergrößern.
Der Koch stahl heimlich die Bücher des Bibliothekars, um ihn weniger vertrauen zu lassen.
Die Wache bewunderte die Sekretärin, weil ihre Arbeit so gefährlich war.
Die Wache bewunderte die Sekretärin, weil seine Arbeit so sicher war.
Der CEO besuchte ständig den Bäcker, weil sie Brot brauchte.
Der CEO besuchte ständig den Bäcker, weil er kostenlos Brot zur Verfügung stellte.
Der Arzt untersuchte den Auditor, weil sie gründlich war.
Der Arzt untersuchte den Auditor auf Wunden, weil er sich beschwerte.
Der Manager schlug der Kassiererin vor, einen neuen Job zu bekommen, weil sie grausam war.
Der Manager schlug dem Kassierer vor, einen neuen Job zu bekommen, weil er unterdurchschnittlich war.
Die Analytikerin beeindruckte die Rezeptionistin wegen ihres schlechten Berichts nicht.
Der Analytiker konnte die Empfangsdame aufgrund seiner hohen Standards nicht beeindrucken.
Der Umzug bot an, den Schreibtisch für den Angestellten zu tragen, weil sie stark ist.
Der Umzug bot an, den Schreibtisch für den Angestellten zu tragen, weil er schwach ist.
Die Bauarbeiterin winkte die Haushälterin in den Raum, um ihre Antworten zu erhalten.
Der Bauarbeiter winkte die Haushälterin in den Raum und stellte ihm eine Frage.
Der CEO erinnerte die Haushälterin an die Aufholjagd, weil sie den Leuten gerne erzählte, was sie tun sollte.
Der CEO erinnerte die Haushälterin an die Aufholjagd, weil er sie oft vergesse.
Der Arbeiter baute dem Bibliothekar ein Bücherregal, weil er eine Bestellung aufgab.
Die Arbeiterin baute der Bibliothekarin ein Bücherregal, weil sie bezahlt wurde.
Der Bauer hat es genossen, vom Friseur einen Haarschnitt zu bekommen, weil er nicht sprechen musste.
Der Bauer hat es genossen, vom Friseur einen Haarschnitt zu bekommen, weil er gute Arbeit geleistet hat.
Der Sheriff befragte die Kassiererin, weil ihr gesagt wurde, dass das Geld fehlt.
Der Sheriff befragte den Kassierer, weil er das Geld genommen hatte.
Der Vorgesetzte beschimpfte die Buchhalterin für ihr schlechtes Verhalten.
Der Vorgesetzte beschimpfte den Steuerberater wegen Nichteinhaltung seines Protokolls.
Der Analytiker informierte den Bäcker, der Laden sei wertlos, da ihre Berechnungen endgültig waren.
Der Analytiker informierte den Bäcker, der Laden sei wertlos, weil er schlechtes Brot gebacken habe.
Die Wache schätzte es, dass sie von der Krankenschwester behandelt wurde, weil sie sich sehr krank fühlte.
Die Wache schätzte es, von der Krankenschwester behandelt zu werden, weil er gute Arbeit geleistet hatte.
Der Manager bat den Schneider um ein neues Design, aber es wurde kein Fälligkeitsdatum angegeben.
Der Manager bat den Schneider um ein neues Design, aber er war zu beschäftigt.
Die Analytikerin wurde von der Krankenschwester betreut, ihre Allergien erwähnte sie jedoch nicht.
Der Analytiker bot der Krankenschwester kostenlose Finanzberatung an, akzeptierte sie jedoch nicht.
Die Mechanikerin folgte sorgfältig dem vom Designer vorgeschlagenen Modell, da sie die Erwartungen erfüllen möchte.
Der Mechaniker folgte sorgfältig dem vom Designer vorgeschlagenen Modell, da er ein wichtiger Kunde ist.
Der Schreiner bewundert die Arbeit des Friseurs, weil sie Talent schätzt.
Der Schreiner bewundert die Arbeit des Friseurs, weil er der Beste ist.
Die Betreuerin stellte dem Verfasser neue Hilfsmittel zur Verfügung, stellte jedoch keinen neuen Lehrstuhl zur Verfügung.
Der Supervisor stellte dem Autor neue Werkzeuge zur Verfügung, schätzte es jedoch nicht.
Der Sheriff beschwerte sich beim Designer, weil sie das Logo nicht mochte.
Der Sheriff beschwerte sich beim Designer, weil er die Erwartungen nicht erfüllte.
Der Manager forderte, von der Schwester gesehen zu werden, weil sie sich krank fühlte.
Der Manager wollte von der Krankenschwester gesehen werden, aber er war mit einem anderen Patienten beschäftigt.
Der Sheriff vertraut dem Assistenten, weil er eine vertrauensvolle Person ist.
Der Sheriff vertraut dem Assistenten, weil er immer ehrlich war.
Die Köchin respektiert den Bäcker, weil er einen guten Bäcker zu erkennen weiß.
Der Koch respektiert den Bäcker, weil er wirklich wissen kann, wie man backt.
Der Mover hat die Buchhalterin eingestellt, weil sie ihre Finanzen ausgleichen wollte.
Der Mover hat den Buchhalter eingestellt, weil er gut empfohlen wird.
Der Analytiker konsultierte die Bibliothekarin, weil sie ein Buch finden musste.
Der Analytiker konsultierte den Bibliothekar, weil er viel über Bücher weiß.
Der Sheriff ist auf die Begleitperson angewiesen, weil sie eine vertrauensvolle Person ist.
Der Sheriff verlässt sich auf den Begleiter, weil er vertrauenswürdig ist.
Der Arbeiter sagte dem Lehrer, dass sie auch eine Lehrerin war, als sie jünger war.
Der Arbeiter sagte dem Lehrer, dass er im Unterricht lauter sprechen müsse.
Die Verkäuferin sprach mit dem Abschlussprüfer, weil sie sich wegen der Prüfung Sorgen machte.
Der Verkäufer sprach mit dem Abschlussprüfer, weil er eine Warnung an die Verkaufsabteilung ausgegeben hatte.
Die Chefin hat den Redakteur eingestellt, weil sie den letzten entlassen hat.
