sentid	pairid	type	comparison	sentence	ROI
83	42	type1	predicted	The guard asked the cashier to be more careful because she was often careless.	10
84	42	type1	unpredicted	The guard asked the cashier to be more careful because he was often careless.	10
85	43	type1	predicted	The mover offered to help the receptionist because he needed to prove his strength.	8
86	43	type1	unpredicted	The mover offered to help the receptionist because she needed to prove her strength.	8
87	44	type1	predicted	The mover offered to help the receptionist because she needed to move her desk.	8
88	44	type1	unpredicted	The mover offered to help the receptionist because he needed to move his desk.	8
89	45	type1	predicted	The guard never talked with the accountant because he never patrolled the interior.	8
90	45	type1	unpredicted	The guard never talked with the accountant because she never patrolled the interior.	8
91	46	type1	predicted	The guard never talked with the accountant because she was always busy on the computer.	8
92	46	type1	unpredicted	The guard never talked with the accountant because he was always busy on the computer.	8
93	47	type1	predicted	The analyst loved to get a haircut from the hairdresser because he could sit on a comfy chair.	11
94	47	type1	unpredicted	The analyst loved to get a haircut from the hairdresser because she could sit on a comfy chair.	11
95	48	type1	predicted	The analyst loved to get a haircut from the hairdresser because she would offer snacks.	11
96	48	type1	unpredicted	The analyst loved to get a haircut from the hairdresser because he would offer snacks.	11
97	49	type1	predicted	The cook talked to the editor because he wanted to publish recipes.	7
98	49	type1	unpredicted	The cook talked to the editor because she wanted to publish recipes.	7
99	50	type1	predicted	The cook talked to the editor because she visited the restaurant once.	7
100	50	type1	unpredicted	The cook talked to the editor because he visited the restaurant once.	7
101	51	type1	predicted	The construction worker handed forms to the clerk so that he can start a new development project.	10
102	51	type1	unpredicted	The construction worker handed forms to the clerk so that she can start a new development project.	10
103	52	type1	predicted	The construction worker handed forms to the clerk so that she processes an application.	10
104	52	type1	unpredicted	The construction worker handed forms to the clerk so that he processes an application.	10
105	53	type1	predicted	The construction worker coordinated with the designer so that he can understand well the design.	9
106	53	type1	unpredicted	The construction worker coordinated with the designer so that she can understand well the design.	9
107	54	type1	predicted	The construction worker coordinated with the designer so that she can explain better the design.	9
108	54	type1	unpredicted	The construction worker coordinated with the designer so that he can explain better the design.	9
109	55	type1	predicted	The driver took the editor on a ride because he wanted to show off the city.	9
110	55	type1	unpredicted	The driver took the editor on a ride because she wanted to show off the city.	9
111	56	type1	predicted	The driver took the editor on a ride because she wanted to see the city.	9
112	56	type1	unpredicted	The driver took the editor on a ride because he wanted to see the city.	9
113	57	type1	predicted	The CEO was worried about a visit from the auditor because he failed to submit some paperwork on time.	11
114	57	type1	unpredicted	The CEO was worried about a visit from the auditor because she failed to submit some paperwork on time.	11
115	58	type1	predicted	The CEO was worried about a visit from the auditor because she was known to be strict.	11
116	58	type1	unpredicted	The CEO was worried about a visit from the auditor because he was known to be strict.	11
117	59	type1	predicted	The driver went to the cashier because he needed to make a deposit.	7
118	59	type1	unpredicted	The driver went to the cashier because she needed to make a deposit.	7
119	60	type1	predicted	The driver went to the cashier because she seemed to need a ride.	7
120	60	type1	unpredicted	The driver went to the cashier because he seemed to need a ride.	7
121	61	type1	predicted	The salesperson met with the counselor because he was distressed.	7
122	61	type1	unpredicted	The salesperson met with the counselor because she was distressed.	7
123	62	type1	predicted	The salesperson met with the counselor because she wanted to buy merchandise.	7
124	62	type1	unpredicted	The salesperson met with the counselor because he wanted to buy merchandise.	7
125	63	type1	predicted	The cook talked to the tailor because his apron needed to be fixed.	7
126	63	type1	unpredicted	The cook talked to the tailor because her apron needed to be fixed.	7
127	64	type1	predicted	The cook talked to the tailor because she wanted advice with a recipe.	7
128	64	type1	unpredicted	The cook talked to the tailor because he wanted advice with a recipe.	7
129	65	type1	predicted	The driver offered a ride to the teacher but he had an accident on the way.	9
130	65	type1	unpredicted	The driver offered a ride to the teacher but she had an accident on the way.	9
131	66	type1	predicted	The driver offered a ride to the teacher but she refused the offer.	9
132	66	type1	unpredicted	The driver offered a ride to the teacher but he refused the offer.	9
133	67	type1	predicted	The lawyer represented the writer because he was a big fan.	6
134	67	type1	unpredicted	The lawyer represented the writer because she was a big fan.	6
135	68	type1	predicted	The lawyer represented the writer because she was in serious legal trouble.	6
136	68	type1	unpredicted	The lawyer represented the writer because he was in serious legal trouble.	6
137	69	type1	predicted	The manager was friendly with the editor so that he receives good publicity.	9
138	69	type1	unpredicted	The manager was friendly with the editor so that she receives good publicity.	9
139	70	type1	predicted	The manager was friendly with the editor so that she can eventually write favorably about the company.	9
140	70	type1	unpredicted	The manager was friendly with the editor so that he can eventually write favorably about the company.	9
141	71	type1	predicted	The CEO went to the tailor because he needed a new suit.	7
142	71	type1	unpredicted	The CEO went to the tailor because she needed a new suit.	7
143	72	type1	predicted	The CEO went to the tailor because she was good at making fitted suits.	7
144	72	type1	unpredicted	The CEO went to the tailor because he was good at making fitted suits.	7
145	73	type1	predicted	The mechanic stopped by the librarian because he needed to inquire about a book.	7
146	73	type1	unpredicted	The mechanic stopped by the librarian because she needed to inquire about a book.	7
147	74	type1	predicted	The mechanic stopped by the librarian because her car turned off in the middle of the road.	7
148	74	type1	unpredicted	The mechanic stopped by the librarian because his car turned off in the middle of the road.	7
149	75	type1	predicted	The physician admonished the cleaner because he found dirt in the office.	6
150	75	type1	unpredicted	The physician admonished the cleaner because she found dirt in the office.	6
151	76	type1	predicted	The physician admonished the cleaner because she was not using protective gear during work.	6
152	76	type1	unpredicted	The physician admonished the cleaner because he was not using protective gear during work.	6
153	77	type1	predicted	The driver gave a ride to the cleaner so that he could show up at work on time.	10
154	77	type1	unpredicted	The driver gave a ride to the cleaner so that she could show up at work on time.	10
155	78	type1	predicted	The driver gave a ride to the cleaner so that she would be indebted.	10
156	78	type1	unpredicted	The driver gave a ride to the cleaner so that he would be indebted.	10
157	79	type1	predicted	The carpenter had to hire the assistant because he had many new customers.	8
158	79	type1	unpredicted	The carpenter had to hire the assistant because she had many new customers.	8
159	80	type1	predicted	The carpenter had to hire the assistant because she was a friend of a friend.	8
160	80	type1	unpredicted	The carpenter had to hire the assistant because he was a friend of a friend.	8
161	81	type1	predicted	The sheriff told the cleaner that he needed to search the building.	6
162	81	type1	unpredicted	The sheriff told the cleaner that she needed to search the building.	6
163	82	type1	predicted	The sheriff told the cleaner that she was requested to answer some questions.	6
164	82	type1	unpredicted	The sheriff told the cleaner that he was requested to answer some questions.	6
165	83	type1	predicted	The supervisor gave the housekeeper a ride because he has a car.	8
166	83	type1	unpredicted	The supervisor gave the housekeeper a ride because she has a car.	8
167	84	type1	predicted	The supervisor gave the housekeeper a ride because she lives far away.	8
168	84	type1	unpredicted	The supervisor gave the housekeeper a ride because he lives far away.	8
169	85	type1	predicted	The manager told the receptionist that he needed some help with the ceremony.	6
170	85	type1	unpredicted	The manager told the receptionist that she needed some help with the ceremony.	6
171	86	type1	predicted	The manager told the receptionist that she must always dress formally for work.	6
172	86	type1	unpredicted	The manager told the receptionist that he must always dress formally for work.	6
173	87	type1	predicted	The mechanic helped the writer to fix the engine and he got some books in return.	10
174	87	type1	unpredicted	The mechanic helped the writer to fix the engine and she got some books in return.	10
175	88	type1	predicted	The mechanic helped the writer to fix the engine and she offered some books to show thanks.	10
176	88	type1	unpredicted	The mechanic helped the writer to fix the engine and he offered some books to show thanks.	10
177	89	type1	predicted	The salesperson asked the housekeeper that if he could meet with the house owner.	7
178	89	type1	unpredicted	The salesperson asked the housekeeper that if she could meet with the house owner.	7
179	90	type1	predicted	The salesperson asked the housekeeper that if she could help to set up a meeting with the house owner.	7
180	90	type1	unpredicted	The salesperson asked the housekeeper that if he could help to set up a meeting with the house owner.	7
181	91	type1	predicted	The janitor sends the editor sorted newspapers every day because he can get paid more.	10
182	91	type1	unpredicted	The janitor sends the editor sorted newspapers every day because she can get paid more.	10
183	92	type1	predicted	The janitor sends the editor sorted newspapers every day because she required previously.	10
184	92	type1	unpredicted	The janitor sends the editor sorted newspapers every day because he required previously.	10
185	93	type1	predicted	The lawyer helped the cleaner win the case without pay because he is a very generous man.	11
186	93	type1	unpredicted	The lawyer helped the cleaner win the case without pay because she is a very generous man.	11
187	94	type1	predicted	The lawyer helped the cleaner win the case without pay because she is too poor to afford that.	11
188	94	type1	unpredicted	The lawyer helped the cleaner win the case without pay because he is too poor to afford that.	11
189	95	type1	predicted	The salesperson tried to persuade the hairdresser to buy something and he succeeded.	11
190	95	type1	unpredicted	The salesperson tried to persuade the hairdresser to buy something and she succeeded.	11
191	96	type1	predicted	The salesperson tried to persuade the hairdresser to buy something and she refused that.	11
192	96	type1	unpredicted	The salesperson tried to persuade the hairdresser to buy something and he refused that.	11
193	97	type1	predicted	The construction worker said sorry to the librarian because he made some noise.	9
194	97	type1	unpredicted	The construction worker said sorry to the librarian because she made some noise.	9
195	98	type1	predicted	The construction worker said sorry to the librarian because she was offended.	9
196	98	type1	unpredicted	The construction worker said sorry to the librarian because he was offended.	9
197	99	type1	predicted	The attendant blamed the driver because he was late.	6
198	99	type1	unpredicted	The attendant blamed the driver because she was late.	6
199	100	type1	predicted	The attendant blamed the driver because she blamed everyone.	6
200	100	type1	unpredicted	The attendant blamed the driver because he blamed everyone.	6
201	101	type1	predicted	The carpenter always ask the librarian for help because he can only recognize a few words.	9
202	101	type1	unpredicted	The carpenter always ask the librarian for help because she can only recognize a few words.	9
203	102	type1	predicted	The carpenter always asks the librarian for help because she knows a lot of words.	9
204	102	type1	unpredicted	The carpenter always asks the librarian for help because he knows a lot of words.	9
205	103	type1	predicted	The physician wanted to meet the counselor because he had some questions about his responsibility in the medical accident.	8
206	103	type1	unpredicted	The physician wanted to meet the counselor because she had some questions about her responsibility in the medical accident.	8
207	104	type1	predicted	The physician wanted to meet the counselor because she has more experience about medical accidents.	8
208	104	type1	unpredicted	The physician wanted to meet the counselor because he has more experience about medical accidents.	8
209	105	type1	predicted	The carpenter owed the counselor some money and he had to do more work to pay the debt.	8
210	105	type1	unpredicted	The carpenter owed the counselor some money and she had to do more work to pay the debt.	8
211	106	type1	predicted	The carpenter owed the counselor some money and she never asked for any interest.	8
212	106	type1	unpredicted	The carpenter owed the counselor some money and he never asked for any interest.	8
213	107	type1	predicted	The janitor caught the cashier stealing the money and he reported it to the boss.	9
214	107	type1	unpredicted	The janitor caught the cashier stealing the money and she reported it to the boss.	9
215	108	type1	predicted	The janitor caught the cashier stealing the money and she asked for mercy.	9
216	108	type1	unpredicted	The janitor caught the cashier stealing the money and he asked for mercy.	9
217	109	type1	predicted	The sheriff asked the accountant many questions because he is a suspicious man.	8
218	109	type1	unpredicted	The sheriff asked the accountant many questions because she is a suspicious man.	8
219	110	type1	predicted	The sheriff asked the accountant many questions because she was suspected of stealing the money.	8
220	110	type1	unpredicted	The sheriff asked the accountant many questions because he was suspected of stealing the money.	8
221	111	type1	predicted	The janitor waited for the hairdresser for a while because he wanted to have a new haircut.	10
222	111	type1	unpredicted	The janitor waited for the hairdresser for a while because she wanted to have a new haircut.	10
223	112	type1	predicted	The janitor waited for the hairdresser for a while because she was very busy.	10
224	112	type1	unpredicted	The janitor waited for the hairdresser for a while because he was very busy.	10
225	113	type1	predicted	The janitor stopped the nurse because he needed to check everyone's identity.	6
226	113	type1	unpredicted	The janitor stopped the nurse because she needed to check everyone's identity.	6
227	114	type1	predicted	The janitor stopped the nurse because she was not wearing the nurse uniform.	6
228	114	type1	unpredicted	The janitor stopped the nurse because he was not wearing the nurse uniform.	6
229	115	type1	predicted	The salesperson thanked the nurse because he was taken care of properly.	6
230	115	type1	unpredicted	The salesperson thanked the nurse because she was taken care of properly.	6
231	116	type1	predicted	The salesperson thanked the nurse because she bought the insurance.	6
232	116	type1	unpredicted	The salesperson thanked the nurse because he bought the insurance.	6
233	117	type1	predicted	The sheriff suspected the hairdresser was the murderer but he had no proof.	9
234	117	type1	unpredicted	The sheriff suspected the hairdresser was the murderer but she had no proof.	9
235	118	type1	predicted	The sheriff suspected the hairdresser was the murderer but she claimed to be innocent.	9
236	118	type1	unpredicted	The sheriff suspected the hairdresser was the murderer but he claimed to be innocent.	9
237	119	type1	predicted	The counselor helped the laborer because his salary was too low.	6
238	119	type1	unpredicted	The counselor helped the laborer because her salary was too low.	6
239	120	type1	predicted	The counselor helped the laborer because she is a very kind person.	6
240	120	type1	unpredicted	The counselor helped the laborer because he is a very kind person.	6
241	121	type1	predicted	The secretary asked the salesperson to leave because he disturbed people in the office.	8
242	121	type1	unpredicted	The secretary asked the salesperson to leave because she disturbed people in the office.	8
243	122	type1	predicted	The secretary asked the salesperson to leave because she was not interested in the product.	8
244	122	type1	unpredicted	The secretary asked the salesperson to leave because he was not interested in the product.	8
245	123	type1	predicted	The supervisor showed dissatisfaction with the receptionist because he is very strict at work.	8
246	123	type1	unpredicted	The supervisor showed dissatisfaction with the receptionist because she is very strict at work.	8
247	124	type1	predicted	The supervisor showed dissatisfaction with the receptionist because she was very careless about work.	8
248	124	type1	unpredicted	The supervisor showed dissatisfaction with the receptionist because he was very careless about work.	8
249	125	type1	predicted	The librarian reminded the mover how important the books were and he promised to be careful.	11
250	125	type1	unpredicted	The librarian reminded the mover how important the books were and she promised to be careful.	11
251	126	type1	predicted	The librarian reminded the mover how important the books were and she needed to make sure none were left.	11
252	126	type1	unpredicted	The librarian reminded the mover how important the books were and he needed to make sure none were left.	11
253	127	type1	predicted	The chief visited the tailor because he needed to adjust the pants.	6
254	127	type1	unpredicted	The chief visited the tailor because she needed to adjust the pants.	6
255	128	type1	predicted	The chief visited the tailor because she wanted to learn to hem.	6
256	128	type1	unpredicted	The chief visited the tailor because he wanted to learn to hem.	6
257	129	type1	predicted	The guard checked the counselor 's identity because it is his work.	10
258	129	type1	unpredicted	The guard checked the counselor 's identity because it is her work.	10
259	130	type1	predicted	The guard checked the counselor 's identity and let her enter the building.	9
260	130	type1	unpredicted	The guard checked the counselor 's identity and let him enter the building.	9
261	131	type1	predicted	The sheriff asked the receptionist the way to the toilet because he had no idea.	11
262	131	type1	unpredicted	The sheriff asked the receptionist the way to the toilet because she had no idea.	11
263	132	type1	predicted	The sheriff asked the receptionist the way to the toilet because she knew.	11
264	132	type1	unpredicted	The sheriff asked the receptionist the way to the toilet because he knew.	11
265	133	type1	predicted	The mechanic called the nurse because he broke his leg.	6
266	133	type1	unpredicted	The mechanic called the nurse because she broke her leg.	6
267	134	type1	predicted	The mechanic called the nurse because she knew how to deal with broken legs.	6
268	134	type1	unpredicted	The mechanic called the nurse because he knew how to deal with broken legs.	6
269	135	type1	predicted	The cleaner is mad at the cook because he made the kitchen dirty again.	8
270	135	type1	unpredicted	The cleaner is mad at the cook because she made the kitchen dirty again.	8
271	136	type1	predicted	The cleaner is mad at the cook because she spends a lot of time cleaning the kitchen.	8
272	136	type1	unpredicted	The cleaner is mad at the cook because he spends a lot of time cleaning the kitchen.	8
273	137	type1	predicted	The sheriff criticized the teacher because he gets criticized everyone not working at the station.	6
274	137	type1	unpredicted	The sheriff criticized the teacher because she gets criticized everyone not working at the station.	6
275	138	type1	predicted	The sheriff criticized the teacher because she broke the traffic rules.	6
276	138	type1	unpredicted	The sheriff criticized the teacher because he broke the traffic rules.	6
277	139	type1	predicted	The cleaner got mad at the farmer because he brought lots of dirt.	8
278	139	type1	unpredicted	The cleaner got mad at the farmer because she brought lots of dirt.	8
279	140	type1	predicted	The cleaner got mad at the farmer because she had to clean the hall again.	8
280	140	type1	unpredicted	The cleaner got mad at the farmer because he had to clean the hall again.	8
281	141	type1	predicted	The baker yelled at the mover because he broke the stove.	7
282	141	type1	unpredicted	The baker yelled at the mover because she broke the stove.	7
283	142	type1	predicted	The baker yelled at the mover because her stove was broken.	7
284	142	type1	unpredicted	The baker yelled at the mover because his stove was broken.	7
285	143	type1	predicted	The developer was not recognized by the receptionist because he was not wearing suits.	9
286	143	type1	unpredicted	The developer was not recognized by the receptionist because she was not wearing suits.	9
287	144	type1	predicted	The developer was not recognized by the receptionist because she only paid attention to people wearing suits.	9
288	144	type1	unpredicted	The developer was not recognized by the receptionist because he only paid attention to people wearing suits.	9
289	145	type1	predicted	The clerk earns more than the guard because he is lazy and careless.	8
290	145	type1	unpredicted	The clerk earns more than the guard because she is lazy and careless.	8
291	146	type1	predicted	The clerk earns more than the guard because she works hard.	8
292	146	type1	unpredicted	The clerk earns more than the guard because he works hard.	8
293	147	type1	predicted	The construction worker admires the cashier a lot because his job is too tiring.	9
294	147	type1	unpredicted	The construction worker admires the cashier a lot because her job is too tiring.	9
295	148	type1	predicted	The construction worker admires the cashier a lot because her salary is higher.	9
296	148	type1	unpredicted	The construction worker admires the cashier a lot because his salary is higher.	9
297	149	type1	predicted	The receptionist showed the driver the way to the hall because he was new in that city.	11
298	149	type1	unpredicted	The receptionist showed the driver the way to the hall because she was new in that city.	11
299	150	type1	predicted	The receptionist showed the driver the way to the hall because she is very familiar with the city.	11
300	150	type1	unpredicted	The receptionist showed the driver the way to the hall because he is very familiar with the city.	11
301	151	type1	predicted	The salesperson disliked the attendant because he failed to sell the insurance.	6
302	151	type1	unpredicted	The salesperson disliked the attendant because she failed to sell the insurance.	6
303	152	type1	predicted	The salesperson disliked the attendant because she did not buy the product.	6
304	152	type1	unpredicted	The salesperson disliked the attendant because he did not buy the product.	6
305	153	type1	predicted	The receptionist reminded the cook to wear suits because she loves clothing.	9
306	153	type1	unpredicted	The receptionist reminded the cook to wear suits because he loves clothing.	9
307	154	type1	predicted	The receptionist reminded the cook to wear suits because he always forgets.	9
308	154	type1	unpredicted	The receptionist reminded the cook to wear suits because she always forgets.	9
309	155	type1	predicted	The accountant contacted the lawyer because he is an expert in handling this kind of case.	6
310	155	type1	unpredicted	The accountant contacted the lawyer because she is an expert in handling this kind of case.	6
311	156	type1	predicted	The accountant contacted the lawyer because she needed to know more details about the law.	6
312	156	type1	unpredicted	The accountant contacted the lawyer because he needed to know more details about the law.	6
313	157	type1	predicted	The manager agreed to raise the assistant 's salary because he is a generous man.	10
314	157	type1	unpredicted	The manager agreed to raise the assistant 's salary because she is generous.	10
315	158	type1	predicted	The manager agreed to raise the assistant 's salary because she worked very hard.	10
316	158	type1	unpredicted	The manager agreed to raise the assistant 's salary because he worked very hard.	10
317	159	type1	predicted	The cook prepares some food for the writer every day because he is very good at that.	11
318	159	type1	unpredicted	The cook prepares some food for the writer every day because she is very good at that.	11
319	160	type1	predicted	The cook prepares some food for the writer every day because she requested that.	11
320	160	type1	unpredicted	The cook prepares some food for the writer every day because he requested that.	11
321	161	type1	predicted	The supervisor was impressed by the tailor because he is easily impressed.	8
322	161	type1	unpredicted	The supervisor was impressed by the tailor because she is easily impressed.	8
323	162	type1	predicted	The supervisor was impressed by the tailor because she showed great talent.	8
324	162	type1	unpredicted	The supervisor was impressed by the tailor because he showed great talent.	8
325	163	type1	predicted	The chief complained to the cashier about her poor performance.	7
326	163	type1	unpredicted	The chief complained to the cashier about his poor performance.	7
327	164	type1	predicted	The chief complained to the cashier about his observations.	7
328	164	type1	unpredicted	The chief complained to the cashier about her observations.	7
329	165	type1	predicted	The chief thanked the secretary because his salary was raised.	6
330	165	type1	unpredicted	The chief thanked the secretary because her salary was raised.	6
331	166	type1	predicted	The chief thanked the secretary because she recommend the boss to try the restaurant.	6
332	166	type1	unpredicted	The chief thanked the secretary because he recommend the boss to try the restaurant.	6
333	167	type1	predicted	The supervisor invited the designer to the party because he wanted everyone to be there.	9
334	167	type1	unpredicted	The supervisor invited the designer to the party because she wanted everyone to be there.	9
335	168	type1	predicted	The supervisor invited the designer to the party because she made big contributions.	9
336	168	type1	unpredicted	The supervisor invited the designer to the party because he made big contributions.	9
337	169	type1	predicted	The secretary told the carpenter to come back tomorrow because he forgot to bring some tools.	10
338	169	type1	unpredicted	The secretary told the carpenter to come back tomorrow because she forgot to bring some tools.	10
339	170	type1	predicted	The secretary told the carpenter to come back tomorrow because she was super busy today.	10
340	170	type1	unpredicted	The secretary told the carpenter to come back tomorrow because he was super busy today.	10
341	171	type1	predicted	The lawyer asked the secretary to prepare some documents because he needed them for the case.	10
342	171	type1	unpredicted	The lawyer asked the secretary to prepare some documents because she needed them for the case.	10
343	172	type1	predicted	The lawyer asked the secretary to prepare some documents and she promised to finish it in three hours.	10
344	172	type1	unpredicted	The lawyer asked the secretary to prepare some documents and he promised to finish it in three hours.	10
345	173	type1	predicted	The cook prepared dinner for the counselor and he was praised for that.	8
346	173	type1	unpredicted	The cook prepared dinner for the counselor and she was praised for that.	8
347	174	type1	predicted	The cook prepared dinner for the counselor and she liked it very much.	8
348	174	type1	unpredicted	The cook prepared dinner for the counselor and he liked it very much.	8
349	175	type1	predicted	The auditor asked the construction worker some questions because she wanted to know the progress.	9
350	175	type1	unpredicted	The auditor asked the construction worker some questions because he wanted to know the progress.	9
351	176	type1	predicted	The auditor asked the construction worker some questions because he knew the details.	9
352	176	type1	unpredicted	The auditor asked the construction worker some questions because she knew the details.	9
353	177	type1	predicted	The analyst visited the writer because he wanted to know about the book.	6
354	177	type1	unpredicted	The analyst visited the writer because she wanted to know about the book.	6
355	178	type1	predicted	The analyst visited the writer because she made some mistakes in the book.	6
356	178	type1	unpredicted	The analyst visited the writer because he made some mistakes in the book.	6
357	179	type1	predicted	The guard protected the assistant because it is his responsibility.	8
358	179	type1	unpredicted	The guard protected the assistant because it is her responsibility.	8
359	180	type1	predicted	The guard protected the assistant because she was threatened.	6
360	180	type1	unpredicted	The guard protected the assistant because he was threatened.	6
361	181	type1	predicted	The physician talked to the attendant about a patient on whom he performed an examination.	11
362	181	type1	unpredicted	The physician talked to the attendant about a patient on whom she performed an examination.	11
363	182	type1	predicted	The physician talked to the attendant about a patient who she had no contact with yet.	10
